candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
votos no marcados,votos no marcados,,91,Choco,Medio Baudo (puerto Meluk)
votos nulos,votos nulos,,4,Choco,Medio Baudo (puerto Meluk)
Iván Duque,Partido Centro Democrático,72.02,834,Santander,Tona
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.6,227,Santander,Tona
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.37,97,Santander,Tona
votos no marcados,votos no marcados,,24,Santander,Tona
votos nulos,votos nulos,,15,Santander,Tona
Iván Duque,Partido Centro Democrático,59.58,286,Quindio,Buenavista
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,36.25,174,Quindio,Buenavista
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.16,20,Quindio,Buenavista
votos no marcados,votos no marcados,,41,Quindio,Buenavista
votos nulos,votos nulos,,3,Quindio,Buenavista
Iván Duque,Partido Centro Democrático,71.31,8896,Antioquia,La Estrella
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.32,3035,Antioquia,La Estrella
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.36,544,Antioquia,La Estrella
votos no marcados,votos no marcados,,134,Antioquia,La Estrella
votos nulos,votos nulos,,143,Antioquia,La Estrella
Iván Duque,Partido Centro Democrático,67.22,402,Santander,San Joaquin
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.43,182,Santander,San Joaquin
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.34,14,Santander,San Joaquin
votos no marcados,votos no marcados,,9,Santander,San Joaquin
votos nulos,votos nulos,,4,Santander,San Joaquin
Iván Duque,Partido Centro Democrático,69.06,1614,Caldas,Viterbo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.25,520,Caldas,Viterbo
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.68,203,Caldas,Viterbo
votos no marcados,votos no marcados,,32,Caldas,Viterbo
votos nulos,votos nulos,,23,Caldas,Viterbo
Iván Duque,Partido Centro Democrático,78.46,787,Santander,Concepcion
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.75,158,Santander,Concepcion
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.78,58,Santander,Concepcion
votos no marcados,votos no marcados,,11,Santander,Concepcion
votos nulos,votos nulos,,13,Santander,Concepcion
Iván Duque,Partido Centro Democrático,82.67,3139,Consulados,Venezuela
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.48,512,Consulados,Venezuela
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.84,146,Consulados,Venezuela
votos no marcados,votos no marcados,,359,Consulados,Venezuela
votos nulos,votos nulos,,28,Consulados,Venezuela
Iván Duque,Partido Centro Democrático,85.67,1507,Bolivar,Morales
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.41,148,Bolivar,Morales
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.91,104,Bolivar,Morales
votos no marcados,votos no marcados,,55,Bolivar,Morales
votos nulos,votos nulos,,7,Bolivar,Morales
Iván Duque,Partido Centro Democrático,77.22,1163,Atlantico,Campo De La Cruz
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.52,279,Atlantico,Campo De La Cruz
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.24,64,Atlantico,Campo De La Cruz
votos no marcados,votos no marcados,,50,Atlantico,Campo De La Cruz
votos nulos,votos nulos,,14,Atlantico,Campo De La Cruz
Iván Duque,Partido Centro Democrático,86.7,1226,Cesar,Becerril
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.1,157,Cesar,Becerril
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.19,31,Cesar,Becerril
votos no marcados,votos no marcados,,44,Cesar,Becerril
votos nulos,votos nulos,,18,Cesar,Becerril
Iván Duque,Partido Centro Democrático,64.39,792,Valle,El Aguila
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.4,374,Valle,El Aguila
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.2,64,Valle,El Aguila
votos no marcados,votos no marcados,,15,Valle,El Aguila
votos nulos,votos nulos,,18,Valle,El Aguila
Iván Duque,Partido Centro Democrático,80.29,1202,Norte De San,Puerto Santander
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.95,179,Norte De San,Puerto Santander
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.74,116,Norte De San,Puerto Santander
votos no marcados,votos no marcados,,28,Norte De San,Puerto Santander
votos nulos,votos nulos,,10,Norte De San,Puerto Santander
Iván Duque,Partido Centro Democrático,73.78,335,Antioquia,Abriaqui
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.46,102,Antioquia,Abriaqui
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.74,17,Antioquia,Abriaqui
votos no marcados,votos no marcados,,6,Antioquia,Abriaqui
votos nulos,votos nulos,,3,Antioquia,Abriaqui
Iván Duque,Partido Centro Democrático,74.24,2733,Antioquia,Chigorodo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.45,753,Antioquia,Chigorodo
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.29,195,Antioquia,Chigorodo
votos no marcados,votos no marcados,,70,Antioquia,Chigorodo
votos nulos,votos nulos,,56,Antioquia,Chigorodo
Iván Duque,Partido Centro Democrático,91.93,9091,Bolivar,El Carmen De Bolivar
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,4.38,434,Bolivar,El Carmen De Bolivar
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.68,364,Bolivar,El Carmen De Bolivar
votos no marcados,votos no marcados,,196,Bolivar,El Carmen De Bolivar
votos nulos,votos nulos,,76,Bolivar,El Carmen De Bolivar
Iván Duque,Partido Centro Democrático,54.63,212,Consulados,Brasil
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,40.72,158,Consulados,Brasil
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.63,18,Consulados,Brasil
votos no marcados,votos no marcados,,1,Consulados,Brasil
votos nulos,votos nulos,,3,Consulados,Brasil
Iván Duque,Partido Centro Democrático,48.48,16,Guainia,Barranco Minas
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.42,14,Guainia,Barranco Minas
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.09,3,Guainia,Barranco Minas
votos no marcados,votos no marcados,,3,Guainia,Barranco Minas
votos nulos,votos nulos,,1,Guainia,Barranco Minas
Iván Duque,Partido Centro Democrático,74.32,6859,Antioquia,Apartado
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.51,1893,Antioquia,Apartado
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.15,476,Antioquia,Apartado
votos no marcados,votos no marcados,,225,Antioquia,Apartado
votos nulos,votos nulos,,181,Antioquia,Apartado
Iván Duque,Partido Centro Democrático,77.39,1284,Magdalena,Santa Ana
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.52,324,Magdalena,Santa Ana
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.07,51,Magdalena,Santa Ana
votos no marcados,votos no marcados,,31,Magdalena,Santa Ana
votos nulos,votos nulos,,5,Magdalena,Santa Ana
Iván Duque,Partido Centro Democrático,68.76,328,Consulados,Peru
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.57,122,Consulados,Peru
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.66,27,Consulados,Peru
votos no marcados,votos no marcados,,2,Consulados,Peru
votos nulos,votos nulos,,2,Consulados,Peru
Iván Duque,Partido Centro Democrático,79.08,4198,Antioquia,Andes
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.48,928,Antioquia,Andes
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.42,182,Antioquia,Andes
votos no marcados,votos no marcados,,77,Antioquia,Andes
votos nulos,votos nulos,,37,Antioquia,Andes
Iván Duque,Partido Centro Democrático,72.76,839,Boyaca,Umbita
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.8,286,Boyaca,Umbita
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.42,28,Boyaca,Umbita
votos no marcados,votos no marcados,,15,Boyaca,Umbita
votos nulos,votos nulos,,2,Boyaca,Umbita
Iván Duque,Partido Centro Democrático,66.61,5564,Atlantico,Malambo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.2,1855,Atlantico,Malambo
Alejandro Ordóñez,G.S.C. La Patria De Pie,11.18,934,Atlantico,Malambo
votos no marcados,votos no marcados,,439,Atlantico,Malambo
votos nulos,votos nulos,,133,Atlantico,Malambo
Iván Duque,Partido Centro Democrático,74.45,341,Antioquia,Armenia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.74,95,Antioquia,Armenia
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.8,22,Antioquia,Armenia
votos no marcados,votos no marcados,,9,Antioquia,Armenia
votos nulos,votos nulos,,5,Antioquia,Armenia
Iván Duque,Partido Centro Democrático,84.82,1559,Cundinamarca,San Juan De Rioseco
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.78,235,Cundinamarca,San Juan De Rioseco
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.39,44,Cundinamarca,San Juan De Rioseco
votos no marcados,votos no marcados,,29,Cundinamarca,San Juan De Rioseco
votos nulos,votos nulos,,12,Cundinamarca,San Juan De Rioseco
Iván Duque,Partido Centro Democrático,82.25,2749,Casanare,Monterrey
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.66,390,Casanare,Monterrey
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.07,203,Casanare,Monterrey
votos no marcados,votos no marcados,,36,Casanare,Monterrey
votos nulos,votos nulos,,35,Casanare,Monterrey
Iván Duque,Partido Centro Democrático,56.26,16913,Cundinamarca,Soacha
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.52,10078,Cundinamarca,Soacha
Alejandro Ordóñez,G.S.C. La Patria De Pie,10.2,3067,Cundinamarca,Soacha
votos no marcados,votos no marcados,,599,Cundinamarca,Soacha
votos nulos,votos nulos,,803,Cundinamarca,Soacha
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,60.29,82,Guaviare,Miraflores
Iván Duque,Partido Centro Democrático,35.29,48,Guaviare,Miraflores
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.41,6,Guaviare,Miraflores
votos no marcados,votos no marcados,,10,Guaviare,Miraflores
votos nulos,votos nulos,,2,Guaviare,Miraflores
Iván Duque,Partido Centro Democrático,60.76,1840,Cauca,Timbio
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,34.97,1059,Cauca,Timbio
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.26,129,Cauca,Timbio
votos no marcados,votos no marcados,,77,Cauca,Timbio
votos nulos,votos nulos,,69,Cauca,Timbio
Iván Duque,Partido Centro Democrático,52.38,33,Nariño,Mosquera
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,46.03,29,Nariño,Mosquera
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.58,1,Nariño,Mosquera
votos no marcados,votos no marcados,,15,Nariño,Mosquera
votos nulos,votos nulos,,5,Nariño,Mosquera
Iván Duque,Partido Centro Democrático,50.85,239,Santander,Onzaga
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.48,148,Santander,Onzaga
Alejandro Ordóñez,G.S.C. La Patria De Pie,17.65,83,Santander,Onzaga
votos no marcados,votos no marcados,,1,Santander,Onzaga
votos nulos,votos nulos,,6,Santander,Onzaga
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,52.17,240,Boyaca,Cucaita
Iván Duque,Partido Centro Democrático,41.3,190,Boyaca,Cucaita
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.52,30,Boyaca,Cucaita
votos no marcados,votos no marcados,,9,Boyaca,Cucaita
votos nulos,votos nulos,,9,Boyaca,Cucaita
Iván Duque,Partido Centro Democrático,59.57,4589,Atlantico,Sabanalarga
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.01,2389,Atlantico,Sabanalarga
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.41,725,Atlantico,Sabanalarga
votos no marcados,votos no marcados,,340,Atlantico,Sabanalarga
votos nulos,votos nulos,,109,Atlantico,Sabanalarga
Iván Duque,Partido Centro Democrático,60.72,1724,Tolima,Purificacion
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,35.75,1015,Tolima,Purificacion
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.52,100,Tolima,Purificacion
votos no marcados,votos no marcados,,73,Tolima,Purificacion
votos nulos,votos nulos,,18,Tolima,Purificacion
Iván Duque,Partido Centro Democrático,82.24,1135,Boyaca,Mongua
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.72,217,Boyaca,Mongua
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.02,28,Boyaca,Mongua
votos no marcados,votos no marcados,,40,Boyaca,Mongua
votos nulos,votos nulos,,8,Boyaca,Mongua
Iván Duque,Partido Centro Democrático,68.33,1040,Valle,Calima (darien)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,27.26,415,Valle,Calima (darien)
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.4,67,Valle,Calima (darien)
votos no marcados,votos no marcados,,25,Valle,Calima (darien)
votos nulos,votos nulos,,22,Valle,Calima (darien)
Iván Duque,Partido Centro Democrático,77.9,938,Meta,Cabuyaro
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.93,240,Meta,Cabuyaro
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.15,26,Meta,Cabuyaro
votos no marcados,votos no marcados,,21,Meta,Cabuyaro
votos nulos,votos nulos,,15,Meta,Cabuyaro
Iván Duque,Partido Centro Democrático,69.18,238,Cordoba,San Jose De Ure
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.54,81,Cordoba,San Jose De Ure
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.26,25,Cordoba,San Jose De Ure
votos no marcados,votos no marcados,,8,Cordoba,San Jose De Ure
votos nulos,votos nulos,,2,Cordoba,San Jose De Ure
Iván Duque,Partido Centro Democrático,83.62,12898,Cesar,Aguachica
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,10.39,1603,Cesar,Aguachica
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.97,922,Cesar,Aguachica
votos no marcados,votos no marcados,,243,Cesar,Aguachica
votos nulos,votos nulos,,161,Cesar,Aguachica
Iván Duque,Partido Centro Democrático,78.39,693,Cundinamarca,Une
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.76,157,Cundinamarca,Une
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.84,34,Cundinamarca,Une
votos no marcados,votos no marcados,,12,Cundinamarca,Une
votos nulos,votos nulos,,3,Cundinamarca,Une
Iván Duque,Partido Centro Democrático,74.8,579,Nariño,Tangua
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.96,170,Nariño,Tangua
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.22,25,Nariño,Tangua
votos no marcados,votos no marcados,,10,Nariño,Tangua
votos nulos,votos nulos,,9,Nariño,Tangua
Iván Duque,Partido Centro Democrático,78.35,6036,Casanare,Aguazul
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,16.38,1262,Casanare,Aguazul
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.25,405,Casanare,Aguazul
votos no marcados,votos no marcados,,80,Casanare,Aguazul
votos nulos,votos nulos,,100,Casanare,Aguazul
Iván Duque,Partido Centro Democrático,87.69,6313,Cesar,Agustin Codazzi
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.01,649,Cesar,Agustin Codazzi
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.29,237,Cesar,Agustin Codazzi
votos no marcados,votos no marcados,,172,Cesar,Agustin Codazzi
votos nulos,votos nulos,,106,Cesar,Agustin Codazzi
Iván Duque,Partido Centro Democrático,70.75,6328,Santander,Lebrija
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.78,1412,Santander,Lebrija
Alejandro Ordóñez,G.S.C. La Patria De Pie,13.45,1203,Santander,Lebrija
votos no marcados,votos no marcados,,108,Santander,Lebrija
votos nulos,votos nulos,,84,Santander,Lebrija
Iván Duque,Partido Centro Democrático,73.21,522,Caldas,La Merced
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.73,155,Caldas,La Merced
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.04,36,Caldas,La Merced
votos no marcados,votos no marcados,,16,Caldas,La Merced
votos nulos,votos nulos,,4,Caldas,La Merced
Iván Duque,Partido Centro Democrático,79.92,426,Putumayo,Colon
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.0,80,Putumayo,Colon
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.06,27,Putumayo,Colon
votos no marcados,votos no marcados,,15,Putumayo,Colon
votos nulos,votos nulos,,1,Putumayo,Colon
Iván Duque,Partido Centro Democrático,70.32,2963,Quindio,Circasia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.04,1013,Quindio,Circasia
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.62,237,Quindio,Circasia
votos no marcados,votos no marcados,,56,Quindio,Circasia
votos nulos,votos nulos,,54,Quindio,Circasia
Iván Duque,Partido Centro Democrático,92.56,7037,Cordoba,Chinu
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,6.19,471,Cordoba,Chinu
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.23,94,Cordoba,Chinu
votos no marcados,votos no marcados,,134,Cordoba,Chinu
votos nulos,votos nulos,,34,Cordoba,Chinu
Iván Duque,Partido Centro Democrático,88.13,1136,Nariño,San Bernardo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.44,96,Nariño,San Bernardo
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.42,57,Nariño,San Bernardo
votos no marcados,votos no marcados,,24,Nariño,San Bernardo
votos nulos,votos nulos,,5,Nariño,San Bernardo
Iván Duque,Partido Centro Democrático,71.19,304,Boyaca,Boyaca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.59,105,Boyaca,Boyaca
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.21,18,Boyaca,Boyaca
votos no marcados,votos no marcados,,5,Boyaca,Boyaca
votos nulos,votos nulos,,5,Boyaca,Boyaca
Iván Duque,Partido Centro Democrático,73.11,2627,Cundinamarca,El Colegio
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.01,755,Cundinamarca,El Colegio
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.87,211,Cundinamarca,El Colegio
votos no marcados,votos no marcados,,32,Cundinamarca,El Colegio
votos nulos,votos nulos,,45,Cundinamarca,El Colegio
Iván Duque,Partido Centro Democrático,81.0,1348,Norte De San,El Carmen
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.67,161,Norte De San,El Carmen
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.31,155,Norte De San,El Carmen
votos no marcados,votos no marcados,,98,Norte De San,El Carmen
votos nulos,votos nulos,,16,Norte De San,El Carmen
Iván Duque,Partido Centro Democrático,76.71,9450,Huila,Garzon
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.6,2292,Huila,Garzon
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.68,577,Huila,Garzon
votos no marcados,votos no marcados,,159,Huila,Garzon
votos nulos,votos nulos,,119,Huila,Garzon
Iván Duque,Partido Centro Democrático,68.2,2986,Quindio,Quimbaya
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.94,1136,Quindio,Quimbaya
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.84,256,Quindio,Quimbaya
votos no marcados,votos no marcados,,75,Quindio,Quimbaya
votos nulos,votos nulos,,72,Quindio,Quimbaya
Iván Duque,Partido Centro Democrático,75.43,1852,La Guajira,Fonseca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.65,458,La Guajira,Fonseca
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.9,145,La Guajira,Fonseca
votos no marcados,votos no marcados,,49,La Guajira,Fonseca
votos nulos,votos nulos,,34,La Guajira,Fonseca
Iván Duque,Partido Centro Democrático,48.17,145,Choco,Alto Baudo (pie De Pato)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,37.87,114,Choco,Alto Baudo (pie De Pato)
Alejandro Ordóñez,G.S.C. La Patria De Pie,13.95,42,Choco,Alto Baudo (pie De Pato)
votos no marcados,votos no marcados,,252,Choco,Alto Baudo (pie De Pato)
votos nulos,votos nulos,,10,Choco,Alto Baudo (pie De Pato)
Iván Duque,Partido Centro Democrático,82.35,1335,Antioquia,Betulia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.68,238,Antioquia,Betulia
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.96,48,Antioquia,Betulia
votos no marcados,votos no marcados,,38,Antioquia,Betulia
votos nulos,votos nulos,,33,Antioquia,Betulia
Iván Duque,Partido Centro Democrático,81.95,3783,Antioquia,Bolivar
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.6,628,Antioquia,Bolivar
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.44,205,Antioquia,Bolivar
votos no marcados,votos no marcados,,94,Antioquia,Bolivar
