candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
votos no marcados,votos no marcados,,8,Cundinamarca,Fosca
votos nulos,votos nulos,,5,Cundinamarca,Fosca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.78,5271,Cesar,La Jagua De Ibirico
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.21,232,Cesar,La Jagua De Ibirico
votos no marcados,votos no marcados,,147,Cesar,La Jagua De Ibirico
votos nulos,votos nulos,,78,Cesar,La Jagua De Ibirico
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",74.35,29,Santander,Chima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",25.64,10,Santander,Chima
votos no marcados,votos no marcados,,3,Santander,Chima
votos nulos,votos nulos,,3,Santander,Chima
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.22,1168,Antioquia,El Bagre
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.77,141,Antioquia,El Bagre
votos no marcados,votos no marcados,,124,Antioquia,El Bagre
votos nulos,votos nulos,,41,Antioquia,El Bagre
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",67.85,38,Antioquia,Betania
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",32.14,18,Antioquia,Betania
votos no marcados,votos no marcados,,1,Antioquia,Betania
votos nulos,votos nulos,,8,Antioquia,Betania
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.86,129,Cundinamarca,Vergara
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.13,23,Cundinamarca,Vergara
votos no marcados,votos no marcados,,4,Cundinamarca,Vergara
votos nulos,votos nulos,,2,Cundinamarca,Vergara
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.28,5987,Putumayo,Valle Del Guamuez (la Hormiga)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.71,167,Putumayo,Valle Del Guamuez (la Hormiga)
votos no marcados,votos no marcados,,177,Putumayo,Valle Del Guamuez (la Hormiga)
votos nulos,votos nulos,,75,Putumayo,Valle Del Guamuez (la Hormiga)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.71,496,Huila,Suaza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.28,39,Huila,Suaza
votos no marcados,votos no marcados,,23,Huila,Suaza
votos nulos,votos nulos,,12,Huila,Suaza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.78,819,Choco,Medio Atrato (bete)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.21,36,Choco,Medio Atrato (bete)
votos no marcados,votos no marcados,,41,Choco,Medio Atrato (bete)
votos nulos,votos nulos,,28,Choco,Medio Atrato (bete)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.14,138,Casanare,Nunchia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.85,26,Casanare,Nunchia
votos no marcados,votos no marcados,,9,Casanare,Nunchia
votos nulos,votos nulos,,4,Casanare,Nunchia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.32,101,San Andres,Providencia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.67,16,San Andres,Providencia
votos no marcados,votos no marcados,,9,San Andres,Providencia
votos nulos,votos nulos,,3,San Andres,Providencia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",50.0,3,Consulados,Honduras
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",50.0,3,Consulados,Honduras
votos no marcados,votos no marcados,,0,Consulados,Honduras
votos nulos,votos nulos,,0,Consulados,Honduras
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.0,4,Vaupes,Buenos Aires (pacoa)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.0,1,Vaupes,Buenos Aires (pacoa)
votos no marcados,votos no marcados,,0,Vaupes,Buenos Aires (pacoa)
votos nulos,votos nulos,,0,Vaupes,Buenos Aires (pacoa)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.06,2588,Valle,Pradera
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.93,254,Valle,Pradera
votos no marcados,votos no marcados,,65,Valle,Pradera
votos nulos,votos nulos,,99,Valle,Pradera
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.62,1158,Nariño,San Bernardo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.37,53,Nariño,San Bernardo
votos no marcados,votos no marcados,,26,Nariño,San Bernardo
votos nulos,votos nulos,,11,Nariño,San Bernardo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.17,1065,Bolivar,Cicuco
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.82,54,Bolivar,Cicuco
votos no marcados,votos no marcados,,27,Bolivar,Cicuco
votos nulos,votos nulos,,8,Bolivar,Cicuco
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.09,98,Tolima,Herveo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.9,12,Tolima,Herveo
votos no marcados,votos no marcados,,5,Tolima,Herveo
votos nulos,votos nulos,,0,Tolima,Herveo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.09,173,Cundinamarca,Ubala
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.9,43,Cundinamarca,Ubala
votos no marcados,votos no marcados,,23,Cundinamarca,Ubala
votos nulos,votos nulos,,14,Cundinamarca,Ubala
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.6,31,Antioquia,Caramanta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.39,10,Antioquia,Caramanta
votos no marcados,votos no marcados,,2,Antioquia,Caramanta
votos nulos,votos nulos,,4,Antioquia,Caramanta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.73,6052,Sucre,Sampues
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.26,545,Sucre,Sampues
votos no marcados,votos no marcados,,433,Sucre,Sampues
votos nulos,votos nulos,,102,Sucre,Sampues
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.0,2843,Atlantico,Sabanagrande
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.99,281,Atlantico,Sabanagrande
votos no marcados,votos no marcados,,58,Atlantico,Sabanagrande
votos nulos,votos nulos,,44,Atlantico,Sabanagrande
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.51,525,Tolima,Planadas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.48,55,Tolima,Planadas
votos no marcados,votos no marcados,,69,Tolima,Planadas
votos nulos,votos nulos,,23,Tolima,Planadas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.82,307,Valle,Alcala
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.17,31,Valle,Alcala
votos no marcados,votos no marcados,,19,Valle,Alcala
votos nulos,votos nulos,,12,Valle,Alcala
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.76,342,Cauca,Piamonte
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.23,39,Cauca,Piamonte
votos no marcados,votos no marcados,,22,Cauca,Piamonte
votos nulos,votos nulos,,6,Cauca,Piamonte
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.88,136,Tolima,Santa Isabel
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.11,17,Tolima,Santa Isabel
votos no marcados,votos no marcados,,5,Tolima,Santa Isabel
votos nulos,votos nulos,,5,Tolima,Santa Isabel
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.79,5858,Cordoba,San Pelayo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.2,257,Cordoba,San Pelayo
votos no marcados,votos no marcados,,185,Cordoba,San Pelayo
votos nulos,votos nulos,,64,Cordoba,San Pelayo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.19,248,Caqueta,Solano
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.8,21,Caqueta,Solano
votos no marcados,votos no marcados,,11,Caqueta,Solano
votos nulos,votos nulos,,7,Caqueta,Solano
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",57.94,332,Magdalena,Sabanas De San Angel
